round,model,score,rank
45,HMD-AMP,0.6847560899,5
45,C_AMPs-predict,0.6677689928,6
45,pepnet_fast,0.647542019,7
45,amplify_bal,0.5744874658,8
45,iampcn,0.4978635845,9
45,macrel,0.4931742524,10
45,lstm,0.4596790696,11
45,ai4amp,0.4079116863,12
45,amPEPpy,0.4076328742,13
45,apin,0.3328281328,14
45,apex1.1,0.2835198119,15
45,ascan2,0.2737238647,16
45,ampir,0.1976323986,17
45,iamp-ca2l,0.0101466419,18
46,AMPsorter,0.8223556344,1
46,amplify_imb,0.8065111053,2
46,pepnet_standard,0.7227103702,3
46,esm-AxP-GDL,0.7097090151,4
46,HMD-AMP,0.6847155128,5
46,C_AMPs-predict,0.6678809901,6
46,pepnet_fast,0.6475220594,7
46,amplify_bal,0.5744730213,8
46,iampcn,0.4979819318,9
46,macrel,0.4932321221,10
46,lstm,0.4596532098,11
46,ai4amp,0.4078965502,12
46,amPEPpy,0.4075854513,13
46,apin,0.3327909192,14
46,apex1.1,0.2835442735,15
46,ascan2,0.2736841157,16
46,ampir,0.1976132579,17
46,iamp-ca2l,0.0101404596,18
47,pepnet_standard,0.7419171768,1
47,HMD-AMP,0.6828226857,2
47,C_AMPs-predict,0.6791826395,3
47,amplify_imb,0.6771062776,4
47,amplify_bal,0.6411318228,5
47,AMPsorter,0.6345079702,6
47,pepnet_fast,0.605873208,7
47,macrel,0.5821459366,8
47,esm-AxP-GDL,0.5258441329,9
47,ascan2,0.4904796193,10
47,ai4amp,0.4648870376,11
47,lstm,0.4467151595,12
47,apin,0.4300381298,13
47,amPEPpy,0.3941219166,14
47,iampcn,0.391783199,15
47,ampir,0.3089384688,16
47,apex1.1,0.2724048068,17
47,iamp-ca2l,0.0300998126,18
48,ascan2,0.9175289967,1
48,HMD-AMP,0.8102775423,2
48,pepnet_standard,0.7954796429,3
48,macrel,0.7618311373,4
48,amplify_bal,0.6776683485,5
48,apin,0.6556177335,6
48,C_AMPs-predict,0.6141221832,7
48,ai4amp,0.5837013293,8
48,ampir,0.5128668112,9
48,pepnet_fast,0.4583585246,10
48,lstm,0.4478330098,11
48,amplify_imb,0.4420004746,12
48,AMPsorter,0.331399199,13
48,amPEPpy,0.2976778814,14
48,iampcn,0.2558393584,15
48,esm-AxP-GDL,0.1873926352,16
48,apex1.1,0.1807015232,17
48,iamp-ca2l,0.0697036688,18
49,HMD-AMP,0.8139927642,1
49,pepnet_standard,0.756558396,2
49,AMPsorter,0.7063979183,3
49,amplify_imb,0.7004918766,4
49,C_AMPs-predict,0.5910230038,5
49,macrel,0.583815544,6
49,esm-AxP-GDL,0.5552655068,7
49,amplify_bal,0.5440795159,8
49,pepnet_fast,0.541327555,9
49,ascan2,0.4842063198,10
49,lstm,0.4741291453,11
49,ai4amp,0.4698838277,12
49,iampcn,0.4681050655,13
49,apin,0.4613848046,14
49,amPEPpy,0.3247912154,15
49,ampir,0.290584701,16
49,apex1.1,0.204072603,17
49,iamp-ca2l,0.0298902374,18
50,AMPsorter,0.8221955733,1
50,amplify_imb,0.8062636849,2
50,pepnet_standard,0.7226126204,3
50,esm-AxP-GDL,0.709542929,4
50,HMD-AMP,0.6846247149,5
50,C_AMPs-predict,0.6677978794,6
50,pepnet_fast,0.6474166215,7
50,amplify_bal,0.5743666181,8
50,iampcn,0.4974563051,9
50,macrel,0.4934206346,10
50,lstm,0.4596047399,11
50,ai4amp,0.4080993227,12
50,amPEPpy,0.4077705082,13
50,apin,0.3328144322,14
50,apex1.1,0.2843900673,15
50,ascan2,0.2737819466,16
50,ampir,0.197696469,17
50,iamp-ca2l,0.0101449329,18
